No.,Nama Sungai,Lokasi/ Koordinat,Periode/ Tanggal,TSS,DO,BOD,COD,Fosfat,Fecal Coli,Total-Coliform,TSS.1,DO.1,BOD.1,COD.1,Fosfat.1,Fecal Coli.1,Total-Coliform.1,TSS.2,DO.2,BOD.2,COD.2,Fosfat.2,Fecal Coli.2,Total-Coliform.2,TSS.3,DO.3,BOD.3,COD.3,Fosfat.3,Fecal Coli.3,Total-Coliform.3,(Ci/Lij)R,(Ci/Lij)M,(Ci/Lij)R2,(Ci/Lij)M2,Pij,Status Mutu Air
163,Cibeureum Hulu,"E 107° 34' 130"" S 06° 54' 622""",2016-11-01,33.0,4.9,10.0,64.0,,210,1100.0,50,4,3,25,0.2,1000,5000,0.66,0.17499999999999996,3.3333333333333335,2.56,0.0,0.21,0.22,0.66,0.17499999999999996,3.3333333333333335,2.56,0.0,0.21,-2.2878865958889687,0.6643495339206236,3.3333333333333335,0.44136030322054975,11.111111111111112,2.4033800588267,ringan
164,Cibeureum Tengah,E 107´33.923´ S 06´55.164´,2016-11-01,72.0,5.0,11.0,45.0,,1100,1100.0,50,4,3,25,0.2,1000,5000,1.44,0.16666666666666666,3.6666666666666665,1.8,0.0,1.1,0.22,1.44,0.16666666666666666,3.6666666666666665,1.8,0.0,1.1,-2.2878865958889687,0.8407781053491951,3.6666666666666665,0.7069078224345822,13.444444444444443,2.660014310758405,ringan
165,Cibeureum Hilir,E 107´32.714´ S 06´55.918´,2016-11-01,17.0,3.5,20.0,61.0,,460,1100.0,50,4,3,25,0.2,1000,5000,0.34,0.2916666666666667,6.666666666666667,2.44,0.0,0.46,0.22,0.34,0.2916666666666667,6.666666666666667,2.44,0.0,0.46,-2.2878865958889687,1.1300638196349093,6.666666666666667,1.277044236447841,44.44444444444445,4.781291074641466,ringan
166,Cimahi Hulu,,2017-09-13,30.0,6.0,4.0,17.0,0.1,1200,1500.0,50,4,3,25,0.2,1000,5000,0.6,0.08333333333333333,1.3333333333333333,0.68,0.5,1.2,0.3,0.6,0.08333333333333333,1.6246936830414995,0.68,0.5,1.3959062302381242,0.3,0.7405618923732796,1.6246936830414995,0.548431916435493,2.6396295637149527,1.2625493020374385,ringan
167,cimahi tengah,,2017-09-11,28.0,3.0,6.0,25.0,0.4,3100,4300.0,50,4,3,25,0.2,1000,5000,0.56,0.3333333333333333,2.0,1.0,2.0,3.1,0.86,0.56,0.3333333333333333,2.5051499783199063,1.0,2.5051499783199063,3.4568084691713636,0.6724922562178386,1.5761334307660497,3.4568084691713636,2.484196591578358,11.949524792534866,2.6864215402755787,ringan
168,Cimahi hilir,,2017-09-11,164.0,0.9,46.0,139.0,0.03,130000,240000.0,50,4,3,25,0.2,1000,5000,3.28,0.5083333333333333,15.333333333333334,5.56,0.15,130.0,48.0,3.5793692185583956,0.5083333333333333,6.928182884809559,4.725373957910287,0.15,11.569716761534185,9.406206186877936,5.266740334717672,11.569716761534185,27.738553753342014,133.85834594212506,8.988795795196014,sedang
169,Cibabat Hulu,,2017-09-12,27.0,4.0,11.0,45.0,0.18,4900,7900.0,50,4,3,25,0.2,1000,5000,0.54,0.25,3.6666666666666665,1.8,0.8999999999999999,4.9,1.58,0.54,0.25,3.821357152192813,2.2763625255165305,0.8999999999999999,4.450980400142569,1.9932854347721132,2.033140787517718,4.450980400142569,4.133661461868167,19.811226522453307,3.460121962035549,ringan
170,Cibabat Tengah,,2017-09-12,119.0,2.0,33.0,104.0,1.0,13000,24000.0,50,4,3,25,0.2,1000,5000,2.38,0.4166666666666667,11.0,4.16,5.0,13.0,4.8,2.8828847852825596,0.4166666666666667,6.206963425791126,4.095466653133714,4.494850021680094,6.569716761534184,4.406206186877936,4.153250642995183,6.569716761534184,17.249490903539904,43.1611783267832,5.495938010491162,sedang
171,Cibabat Hilir,,2017-09-12,72.0,2.0,78.0,269.0,0.5,280000,350000.0,50,4,3,25,0.2,1000,5000,1.44,0.4166666666666667,26.0,10.76,2.5,280.0,70.0,1.7918124604762482,0.4166666666666667,8.074866739854091,6.1590613566518515,2.989700043360188,13.235790156711097,10.225490200071285,6.127626803398775,13.235790156711097,37.54781024173109,175.18614107249036,10.313436655989639,berat
172,Cibeureum Hulu,,2017-09-12,141.0,6.0,23.0,72.0,0.7,13000,24000.0,50,4,3,25,0.2,1000,5000,2.82,0.08333333333333333,7.666666666666667,2.88,3.4999999999999996,13.0,4.8,3.251245541596805,0.08333333333333333,5.423032906489652,3.2969624387961542,3.720340221751378,6.569716761534184,4.406206186877936,3.821548198625635,6.569716761534184,14.604230634418835,43.1611783267832,5.374263156991944,sedang
173,Cibeureum Tengah,,2017-09-12,98.0,4.0,50.0,156.0,0.1,22000,28000.0,50,4,3,25,0.2,1000,5000,1.96,0.25,16.666666666666668,6.24,0.5,22.0,5.6,2.46128035678238,0.25,7.109243748081782,4.97592294841212,0.5,7.712113404111031,4.740940135031002,3.9642143703454735,7.712113404111031,15.714995574053559,59.476693157869036,6.131545022746004,sedang
174,Cibeureum Hilir,,2017-09-12,38.0,3.0,20.0,77.0,0.17,28000,35000.0,50,4,3,25,0.2,1000,5000,0.76,0.3333333333333333,6.666666666666667,3.08,0.85,28.0,7.0,0.76,0.3333333333333333,5.119543704721594,3.4427535825022213,0.85,8.235790156711097,5.225490200071284,3.423844425334219,8.235790156711097,11.722710648892207,67.8282395053794,6.306780087900306,sedang
175,Cisangkan Hulu,,2017-09-13,42.0,5.0,21.0,28.0,0.9,13000,24000.0,50,4,3,25,0.2,1000,5000,0.84,0.16666666666666666,7.0,1.12,4.5,13.0,4.8,0.84,0.16666666666666666,5.225490200071284,1.2460901133509084,4.266062568876719,6.569716761534184,4.406206186877936,3.2457474996253857,6.569716761534184,10.534876831324443,43.1611783267832,5.181508234004248,sedang
176,Cisangkan Tengah,,2017-09-13,40.0,2.0,28.0,109.0,3.0,130000,240000.0,50,4,3,25,0.2,1000,5000,0.8,0.4166666666666667,9.333333333333334,4.36,15.0,130.0,48.0,0.8,0.4166666666666667,5.850183883112784,4.197432446342931,6.880456295278407,11.569716761534185,9.406206186877936,5.588666034258987,11.569716761534185,31.23318804248007,133.85834594212506,9.085470102988758,sedang
177,Cisangkan Hilir,,2017-09-12,430.0,0.4,234.0,668.0,0.18,130000,240000.0,50,4,3,25,0.2,1000,5000,8.6,0.5499999999999999,78.0,26.72,0.8999999999999999,130.0,48.0,5.672492256217838,0.5499999999999999,10.460473013452402,8.13418226901754,0.8999999999999999,11.569716761534185,9.406206186877936,6.670438641014272,11.569716761534185,44.49475166353633,133.85834594212506,9.443333564098575,sedang
178,Cibaligo Hulu,,2017-09-11,13.0,0.9,8.0,39.0,0.3,4900,7000.0,50,4,3,25,0.2,1000,5000,0.26,0.5083333333333333,2.6666666666666665,1.56,1.4999999999999998,4.9,1.4,0.26,0.5083333333333333,3.1298436613614053,1.965622991772308,1.8804562952784059,4.450980400142569,1.73064017839119,1.9894109800398876,4.450980400142569,3.957756047503266,19.811226522453307,3.4473890533240206,ringan
179,Cibaligo Tengah,,2017-09-11,161.0,0.9,28.0,253.0,0.5,280000,350000.0,50,4,3,25,0.2,1000,5000,3.22,0.5083333333333333,9.333333333333334,10.12,2.5,280.0,70.0,3.5392793584791544,0.5083333333333333,5.850183883112784,6.025902562518901,2.989700043360188,13.235790156711097,10.225490200071285,6.053525648226677,13.235790156711097,36.64517277373821,175.18614107249036,10.29153326395607,berat
180,Cibaligo hilir,,2017-09-11,730.0,0.4,275.0,387.0,0.8,350000,430000.0,50,4,3,25,0.2,1000,5000,14.6,0.5499999999999999,91.66666666666667,15.48,4.0,350.0,86.0,6.821764278922186,0.5499999999999999,10.811057195553001,6.9488547817343695,4.0102999566398125,13.720340221751378,10.672492256217838,7.6478298129740825,13.720340221751378,58.48930084821519,188.24773580060867,11.107138169862294,berat
181,Cimahi Hulu,,2017-11-28,84.67,4.53,2.31,85.65,0.1,20000,220000.0,50,4,3,25,0.2,1000,5000,1.6934,0.2058333333333333,0.77,3.426,0.5,20.0,44.0,2.1437977771781784,1.2701910534243475,0.77,3.6739367931474582,0.5,7.505149978319906,9.217263382430938,3.582905569214404,9.217263382430938,12.837212317907591,84.95794426110221,6.992680336573731,sedang
182,cimahi tengah,,2017-11-28,109.33,3.77,15.19,39.28,0.13,710000,4200000.0,50,4,3,25,0.2,1000,5000,2.1866,0.26916666666666667,5.0633333333333335,1.5712000000000002,0.65,710.0,840.0,2.698846718843651,0.26916666666666667,5.0633333333333335,1.9811573522143724,0.65,15.256291743595376,15.621396430309408,5.93431317785183,15.621396430309408,35.21607289282588,244.02802643288354,11.816177455626447,berat
183,Cimahi hilir,,2017-11-28,147.0,4.04,15.28,52.08,0.09,610000,6600000.0,50,4,3,25,0.2,1000,5000,2.94,0.24666666666666667,5.093333333333333,2.0831999999999997,0.44999999999999996,610.0,1320.0,3.3417366520607863,0.24666666666666667,5.093333333333333,2.5936548344404895,0.44999999999999996,14.926649175053836,16.60286965602925,6.179272902512052,16.60286965602925,38.18341360371972,275.6552808150968,12.52674527598483,berat
184,Cibabat Hulu,,2017-11-27,65.83,3.05,14.19,24.99,0.31,230000,2150000.0,50,4,3,25,0.2,1000,5000,1.3166,0.32916666666666666,4.7299999999999995,0.9995999999999999,1.5499999999999998,230.0,430.0,1.5972692537803002,0.32916666666666666,4.7299999999999995,0.9995999999999999,1.9516584908514572,12.808639180087965,14.167342277897934,5.22623940989776,14.167342277897934,27.313578369568486,200.7135872191142,10.677714305708939,berat
185,Cibabat Tengah,,2017-11-27,19.33,1.9,32.47,98.71,1.0,5500000,125000000.0,50,4,3,25,0.2,1000,5000,0.38659999999999994,0.425,10.823333333333332,3.9484,5.0,5500.0,25000.0,0.38659999999999994,0.425,10.823333333333332,3.982105716179817,4.494850021680094,19.701813447471217,22.989700043360187,8.971914651717807,22.989700043360187,80.49525251770865,528.5263080836754,17.450237256286577,berat
186,Cibabat Hilir,,2017-11-27,28.67,1.59,48.93,1.6456,0.57,6400000,148000000.0,50,4,3,25,0.2,1000,5000,0.5734,0.45083333333333336,16.31,0.065824,2.8499999999999996,6400.0,29600.0,0.5734,0.45083333333333336,16.31,0.065824,3.2742243000425506,20.030899869919434,23.356458555294694,9.15166286551286,23.356458555294694,83.75293320400705,545.5241562451987,17.738053577678777,berat
187,Cibeureum Hulu,,2017-11-27,122.67,3.99,15.09,75.23,0.1,730000,2350000.0,50,4,3,25,0.2,1000,5000,2.4534000000000002,0.2508333333333333,5.03,3.0092000000000003,0.5,730.0,470.0,2.9488418046898985,0.2508333333333333,5.03,3.3922552657357503,0.5,15.316614300602279,14.360489289678588,5.971290570577122,15.316614300602279,35.65631107826325,234.59867363341422,11.6244351413666,berat
188,Cibeureum Tengah,,2017-11-27,97.67,2.2,11.79,61.97,0.13,35000,2700000.0,50,4,3,25,0.2,1000,5000,1.9534,0.39999999999999997,3.9299999999999997,2.4788,0.65,35.0,540.0,2.453955916913797,0.39999999999999997,3.9299999999999997,2.9712074373882063,0.65,8.720340221751378,14.661968799114844,4.826781767881175,14.661968799114844,23.29782223475012,214.97332906621716,10.914924445477562,berat
189,Cibeureum Hilir,,2017-11-28,117.67,3.56,15.0,68.38,0.14,650000,6600000.0,50,4,3,25,0.2,1000,5000,2.3534,0.2866666666666667,5.0,2.7352,0.7000000000000001,650.0,1320.0,2.8584787455885454,0.2866666666666667,5.0,3.184945438942691,0.7000000000000001,15.064566783214278,16.60286965602925,6.24250389863449,16.60286965602925,38.968854924466804,275.6552808150968,12.542410767862046,berat
190,Cisangkan Hulu,,2017-11-28,21.33,2.32,5.52,26.32,0.09,2000000,27000000.0,50,4,3,25,0.2,1000,5000,0.4266,0.38999999999999996,1.8399999999999999,1.0528,0.44999999999999996,2000.0,5400.0,0.4266,0.38999999999999996,1.8399999999999999,1.1117293813494014,0.44999999999999996,17.505149978319906,19.66196879911484,5.912206879826307,19.66196879911484,34.95419018986552,386.59301705736556,14.518044070177481,berat
191,Cisangkan Tengah,,2017-11-28,22.67,2.14,9.66,34.15,0.13,1200000,145000000.0,50,4,3,25,0.2,1000,5000,0.4534,0.40499999999999997,3.22,1.3659999999999999,0.65,1200.0,29000.0,0.4534,0.40499999999999997,3.22,1.6772534967275685,0.65,16.395906230238126,23.311989989494784,6.587649959494355,23.311989989494784,43.397131988825976,543.448877270305,17.12959440937133,berat
192,Cisangkan Hilir,,2017-11-28,55.53,2.21,13.87,56.51,0.15,3000000,7200000.0,50,4,3,25,0.2,1000,5000,1.1106,0.39916666666666667,4.623333333333333,2.2603999999999997,0.7499999999999999,3000.0,1440.0,1.2277883456827388,0.39916666666666667,4.623333333333333,2.770926493129303,0.7499999999999999,18.385606273598313,16.79181246047625,6.42123336755523,18.385606273598313,41.23223796060468,338.03051804777766,13.770670935150225,berat
193,Cibaligo Hulu,,2017-11-27,20.67,3.65,19.32,69.07,0.27,2000000,3700000.0,50,4,3,25,0.2,1000,5000,0.41340000000000005,0.2791666666666667,6.44,2.7628,1.35,2000.0,740.0,0.41340000000000005,0.2791666666666667,6.44,3.2067472366705463,1.6516688424750305,17.505149978319906,15.346158598654881,6.406041617541005,17.505149978319906,41.037369205667375,306.4302757634734,13.180812664042016,berat
194,Cibaligo Tengah,,2017-11-27,41.67,1.58,86.41,233.42,0.26,7300000,170000000.0,50,4,3,25,0.2,1000,5000,0.8334,0.45166666666666666,28.80333333333333,9.3368,1.3,7300.0,34000.0,0.8334,0.45166666666666666,28.80333333333333,5.850990280257546,1.5697167615341838,20.31661430060228,23.65739458521128,11.64044513251504,28.80333333333333,135.4999628830931,829.632011111111,21.96738461895503,berat
195,Cibaligo hilir,,2017-11-27,171.33,0.58,71.97,280.01,0.82,6400000,73000000.0,50,4,3,25,0.2,1000,5000,3.4266,0.535,23.99,11.2004,4.1,6400.0,14600.0,3.6743170527420763,0.535,23.99,6.246167664552127,4.063919283598677,20.030899869919434,21.821764278922185,11.480295449962071,23.99,131.79718361841984,575.5201,18.805814042715884,berat
211,Cimahi Hulu, E 107´33.618´ S 06´51.309´,2018-11-21,9.42,3.42,9.63,19.81,0.2,900,270000.0,50,4,3,25,0.2,1000,5000,0.1884,0.29833333333333334,3.2100000000000004,0.7924,1.0,0.9,54.0,-2.624595507715707,0.6598305736408632,3.2100000000000004,0.7924,1.0,0.9,54.0,8.27680500941788,54.0,68.5055011639249,2916.0,38.62968742537224,berat
212,Cimahi Tengah,"E 107° 32' 466"" S 06´53.606´ ",2018-11-19,35.62,0.66,27.56,49.72,0.7,375000,42500000.0,50,4,3,25,0.2,1000,5000,0.7123999999999999,0.5283333333333333,9.186666666666666,1.9888,3.4999999999999996,375.0,8500.0,0.26361955395602943,0.5283333333333333,5.815789792579628,2.4929555564878476,3.4999999999999996,375.0,8500.0,1269.6572426051937,8500.0,1612029.5136998238,72250000.0,6077.089332636959,berat
213,Cimahi Hilir," E 107° 32' 304"" S 06° 55' 203"" ",2018-11-21,14.15,1.36,7.49,32.59,0.76,1150000,25500000.0,50,4,3,25,0.2,1000,5000,0.28300000000000003,0.47,2.4966666666666666,1.3036,3.8,1150.0,5100.0,-1.7410678223785485,0.47,2.98680281489902,1.575721758965533,3.8,1150.0,5100.0,893.8702081073552,5100.0,799003.9489418865,26010000.0,3661.2159147571374,berat
214,Cisangkan Hulu,E 107´32.181´ S 06´52.223´,2018-11-21,22.97,2.65,12.01,61.49,1.04,9300000,10100000.0,50,4,3,25,0.2,1000,5000,0.4594,0.3625,4.003333333333333,2.4596,5.2,9300.0,2020.0,-0.6890450457049639,0.3625,4.012108763416218,2.9543224218630537,5.2,9300.0,2020.0,1618.8342694485107,9300.0,2620624.391940893,86490000.0,6674.976568945425,berat
215,Cisangkan Tengah,E 108´31.818´ S 06´52.867´,2018-11-21,17.98,2.65,29.49,76.93,0.39,8700000,89000000.0,50,4,3,25,0.2,1000,5000,0.35960000000000003,0.3625,9.83,3.0772000000000004,1.95,8700.0,17800.0,-1.2209015846940443,0.3625,5.962767589160678,3.440778618828549,1.95,8700.0,17800.0,3787.2135920890423,17800.0,14342986.792103987,316840000.0,12868.235830759864,berat
216,Cisangkan Hilir,"E 107° 32' 006""  S 6° 55' 092"" ",2018-11-21,19.57,2.82,5.45,18.25,0.47,310000,6500000.0,50,4,3,25,0.2,1000,5000,0.3914,0.34833333333333333,1.8166666666666667,0.73,2.3499999999999996,310.0,1300.0,-1.036895893390088,0.34833333333333333,2.2963762377848997,0.31661430060227946,2.3499999999999996,310.0,1300.0,230.61063256833293,1300.0,53181.263853566656,1690000.0,933.5901841422624,berat
217,Cibabat Hulu,E 107´33.694´ S 06´53.373´,2018-11-22,8.66,1.6,13.66,49.19,0.2,700000,35000000.0,50,4,3,25,0.2,1000,5000,0.1732,0.45,4.553333333333334,1.9676,1.0,700.0,7000.0,-2.8072605615933606,0.45,4.291647223129257,2.4696840694364686,1.0,700.0,7000.0,1100.7720101044247,7000.0,1211699.0182293355,49000000.0,5010.573770449315,berat
218,Cibabat Tengah,E 107´32.892´ S 06´54.016´,2018-11-19,28.46,3.56,33.77,128.62,1.39,5100000,37000000.0,50,4,3,25,0.2,1000,5000,0.5692,0.2866666666666667,11.256666666666668,5.1448,6.949999999999999,5100.0,7400.0,-0.22367554293876624,0.2866666666666667,6.257049029578745,4.556842482873558,6.949999999999999,5100.0,7400.0,1788.26098323374,7400.0,3197877.3441561027,54760000.0,5383.208956754145,berat
219,Cibabat Hilir,"E 107° 33' 008""  S 06° 55' 502"" ",2018-11-22,25.97,1.42,20.71,76.86,0.25,6700000,780000000.0,50,4,3,25,0.2,1000,5000,0.5194,0.465,6.903333333333333,3.0744,1.25,6700.0,156000.0,-0.4224902735335807,0.465,5.195294220868951,3.4388018572814616,1.25,6700.0,156000.0,23244.27522940066,156000.0,540296330.9401292,24336000000.0,111526.44603622078,berat
220,Cibaligo Hulu,E 107´33.329´ S 06´53.876´,2018-11-22,29.96,1.42,20.48,57.61,0.29,5250000,79500000.0,50,4,3,25,0.2,1000,5000,0.5992000000000001,0.465,6.826666666666667,2.3044,1.4499999999999997,5250.0,15900.0,-0.11214097654294952,0.465,5.171043487920654,2.812789332772445,1.4499999999999997,5250.0,15900.0,3022.82667026345,15900.0,9137481.078456016,252810000.0,11444.375934896058,berat
221,Cibaligo Tengah,E 107´33.108' S 06´54.523´,2018-11-19,52.93,0.49,35.71,80.47,0.59,3200000,61000000.0,50,4,3,25,0.2,1000,5000,1.0586,0.5425,11.903333333333334,3.2188,2.9499999999999997,3200.0,12200.0,1.1236594482762452,0.5425,6.378342977365598,3.5384699632745855,2.9499999999999997,3200.0,12200.0,2202.0761389127024,12200.0,4849139.321568675,148840000.0,8766.10344798556,berat
222,Cibaligo Hilir,"E 107° 32' 630"" S 06° 55' 270"" ",2018-11-19,39.55,0.83,103.25,180.61,1.6,8400000,71000000.0,50,4,3,25,0.2,1000,5000,0.7909999999999999,0.5141666666666667,34.416666666666664,7.2244,8.0,8400.0,14200.0,0.49088241748838257,0.5141666666666667,8.683844028043882,5.294008919766087,8.0,8400.0,14200.0,3231.854700290281,14200.0,10444884.803788383,201640000.0,10297.691119949859,berat
223,Cibeureum Hulu,"E 107° 34' 130"" S 06° 54' 622""",2018-11-21,29.56,1.13,4.97,37.75,0.16,5300000,81000000.0,50,4,3,25,0.2,1000,5000,0.5912,0.4891666666666667,1.6566666666666665,1.51,0.7999999999999999,5300.0,16200.0,-0.14132787306615358,0.4891666666666667,2.096175670068348,1.8948847364658472,0.7999999999999999,5300.0,16200.0,3072.162699885733,16200.0,9438183.654569197,262440000.0,11659.29208088058,berat
224,Cibeureum Tengah,E 107´33.923´ S 06´55.164´,2018-11-19,35.95,0.66,37.41,94.55,0.33,3200000,44000000.0,50,4,3,25,0.2,1000,5000,0.7190000000000001,0.5283333333333333,12.469999999999999,3.782,1.65,3200.0,8800.0,0.28364445191441334,0.5283333333333333,6.479332267392713,3.8886076225451047,1.65,3200.0,8800.0,1716.1185596678838,8800.0,2945062.910836572,77440000.0,6339.757996597212,berat
225,Cibeureum Hilir,E 107´32.714´ S 06´55.918´,2018-11-19,35.29,0.65,42.03,80.91,0.81,4300000,41000000.0,50,4,3,25,0.2,1000,5000,0.7058,0.5291666666666667,14.01,3.2363999999999997,4.05,4300.0,8200.0,0.24340827011975186,0.5291666666666667,6.732190676428873,3.55031096250258,4.05,4300.0,8200.0,1787.872153796531,8200.0,3196486.8383210464,67240000.0,5934.49605435546,berat
